Publication No.,CQ No.,CQ,CQ LLM Answer,Ontology Concept,KG Individual,KG Individual Label
7,20,Why were those specific hyperparameters selected?,The text does not provide information on why those specific hyperparameters were selected. It only mentions that the number of neurons in the hidden layers were optimized for maximum performance. ,Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_1,Not specified
7,20,Why were those specific hyperparameters selected?,The text does not provide information on why those specific hyperparameters were selected. It only mentions that the number of neurons in the hidden layers were optimized for maximum performance. ,Hyperparameter,https://w3id.org/dlprovenance#Hyperparameter_2,Number of neurons in the hidden layers were optimized for maximum performance
7,21,Are the provided hyperparameters fine-tuned?,"The provided text does not explicitly mention whether the hyperparameters are fine-tuned or not. However, it does mention that the weights of the deep network are ﬁne tuned using the Benthoz15 dataset. It is possible that the hyperparameters are also ﬁne tuned during this process, but the text does not provide enough information to confirm this. ",FineTuning,https://w3id.org/dlprovenance#FineTuning_1,Not specified
7,24,Is there sufficient information to reproduce the deep learning pipeline?,"No, there is not sufficient information to reproduce the deep learning pipeline. The paper provides a high-level overview of the proposed framework, but it lacks the necessary details to replicate the pipeline. For instance, it does not specify the architecture of the 2-layered neural network used for classifying corals from non-corals, nor does it provide the code or data used in the study. ",Reproducibility,https://w3id.org/dlprovenance#Reproducibility_1,No
7,25,What measures are taken to explain model predictions?,The text does not provide information on measures taken to explain model predictions. ,Explanation,https://w3id.org/dlprovenance#Explanation_1,Not specified
7,25,What measures are taken to explain model predictions?,The text does not provide information on measures taken to explain model predictions. ,PredictionClassification,https://w3id.org/dlprovenance#PredictionClassification_1,Corals from non-corals
7,26,What is the versioning strategy for trained models?,The text does not provide information about the versioning strategy for trained models. ,VersioningStrategy,https://w3id.org/dlprovenance#VersioningStrategy_1,Not specified
7,27,How are different versions of datasets managed?,The provided context does not contain information about how different versions of datasets are managed. ,DatasetVersion,https://w3id.org/dlprovenance#DatasetVersion_1,Not specified
7,28,How are updates to datasets documented?,The provided context does not contain information on how updates to datasets are documented. ,UpdateFrequency,https://w3id.org/dlprovenance#UpdateFrequency_1,Not specified
7,28,How are updates to datasets documented?,The provided context does not contain information on how updates to datasets are documented. ,UpdateFrequency,https://w3id.org/dlprovenance#UpdateFrequency_2,Not specified
7,29,What annotations or labels are associated with the data?,The data is annotated with pixel labels. Each training image has 50 pixels marked with corresponding ground truth labels. The labels are coral or non-coral. ,PredictionClassification,https://w3id.org/dlprovenance#PredictionClassification_1,Corals from non-corals
7,31,What predictions or classifications are generated by the deep learning model?,The deep learning model generates classifications of coral reefs into coral or non-coral categories. ,PredictionClassification,https://w3id.org/dlprovenance#PredictionClassification_1,Corals from non-corals
7,32,How is uncertainty or confidence in model predictions captured?,"The paper does not explicitly mention how uncertainty or confidence in model predictions is captured. However, it does mention that the proposed method automatically quantifies coral coverage in the Abrolhos Islands, Western Australia. This suggests that the method provides some measure of certainty or uncertainty in its predictions, but the specifics are not provided in the text. ",UncertaintyConfidence,https://w3id.org/dlprovenance#UncertaintyConfidence_1,Not specified
7,32,How is uncertainty or confidence in model predictions captured?,"The paper does not explicitly mention how uncertainty or confidence in model predictions is captured. However, it does mention that the proposed method automatically quantifies coral coverage in the Abrolhos Islands, Western Australia. This suggests that the method provides some measure of certainty or uncertainty in its predictions, but the specifics are not provided in the text. ",UncertaintyConfidence,https://w3id.org/dlprovenance#UncertaintyConfidence_2,Not specified
7,33,Are there post-processing steps applied to the model's output?,"Yes, there are post-processing steps applied to the model's output. The classiﬁer's output is post-processed to generate coral maps for the Abrolhos Islands. The coral maps are generated by applying a threshold on the classiﬁer's output. The threshold is determined based on the classiﬁer's performance on the Benthoz15 dataset. The coral maps are then used to quantify the coral population automatically. ",PostProcessing,https://w3id.org/dlprovenance#PostProcessing_1,Threshold is determined based on the classifier’s performance on the Benthoz15 dataset
7,34,"Is the trained model deployed, and if not, what is the reason?","The provided context does not mention whether the trained model is deployed or not. It only discusses the training and testing of the model on different datasets. Therefore, it is not possible to answer this question without additional information. ",Deployment,https://w3id.org/dlprovenance#Deployment_1,Not specified
7,35,What hardware and software are used for model deployment?,The text does not provide information on the hardware and software used for model deployment. ,SoftwareFrameworkLibrary,https://w3id.org/dlprovenance#SoftwareFrameworkLibrary_1,Not specified
7,35,What hardware and software are used for model deployment?,The text does not provide information on the hardware and software used for model deployment. ,HardwareInfrastructure,https://w3id.org/dlprovenance#HardwareInfrastructure_1,Not specified
7,37,What ethical considerations are taken into account during development and deployment?,The text does not provide information about the ethical considerations taken into account during development and deployment. ,EthicalImplication,https://w3id.org/dlprovenance#EthicalImplication_1,Not specified
7,38,How is bias in the data addressed?,The text does not provide information on how bias in the data is addressed. ,BiasAddressing,https://w3id.org/dlprovenance#BiasAddressing_1,Not specified
7,39,Is there transparency in the decision-making process regarding bias?,The text does not provide information about transparency in the decision-making process regarding bias. ,Transparency,https://w3id.org/dlprovenance#Transparency_1,Not specified
7,40,Are privacy and security measures implemented in handling sensitive data?,The text does not provide information about privacy and security measures implemented in handling sensitive data. ,PrivacySecurityMeasure,https://w3id.org/dlprovenance#PrivacySecurityMeasure_1,Not specified
7,40,Are privacy and security measures implemented in handling sensitive data?,The text does not provide information about privacy and security measures implemented in handling sensitive data. ,SensitiveData,https://w3id.org/dlprovenance#SensitiveData_1,Not specified
