Publication No.,CQ No.,CQ,CQ LLM Answer,Ontology Concept,KG Individual,KG Individual Label
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_8,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_9,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_10,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_11,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_12,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_13,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_14,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_15,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_16,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_17,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_18,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_19,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_20,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_21,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_22,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_23,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Method,https://w3id.org/dlprovenance#Method_24,manually localizing and labeling plant organs from herbarium specimens using LabelImg
8,3,How was raw data collected in terms of methods and tools?,"cted by manually localizing and labeling plant organs from herbarium specimens. The process of localizing and labeling encountered difficulties such as distinguishing between buds, flowers, and fruits, separating different plant organs in some taxa, and differentiating between roots and stolons or other stem structures.",Tool,https://w3id.org/dlprovenance#Tool_1,LabelImg
8,4,"Is the source code openly accessible, and if so, what is the repository link?",The source code is openly accessible in the GitHub repository.,RepositoryLink,https://w3id.org/dlprovenance#RepositoryLink_1,GitHub repository
8,5,What preprocessing steps are involved before training the deep learning model?,"The herbarium scans were rescaled to 1200 by 800 pixels, and manually annotated for six different types of organs using LabelImg. The annotated images were then divided into a validated subset of 155 images for testing and 498 images for training.",PreprocessingStep,https://w3id.org/dlprovenance#PreprocessingStep_1,rescaling herbarium scans to 1200 by 800 pixels
8,5,What preprocessing steps are involved before training the deep learning model?,"The herbarium scans were rescaled to 1200 by 800 pixels, and manually annotated for six different types of organs using LabelImg. The annotated images were then divided into a validated subset of 155 images for testing and 498 images for training.",PreprocessingStep,https://w3id.org/dlprovenance#PreprocessingStep_2,manually annotating herbarium scans for six different types of organs using LabelImg
8,5,What preprocessing steps are involved before training the deep learning model?,"The herbarium scans were rescaled to 1200 by 800 pixels, and manually annotated for six different types of organs using LabelImg. The annotated images were then divided into a validated subset of 155 images for testing and 498 images for training.",PreprocessingStep,https://w3id.org/dlprovenance#PreprocessingStep_3,dividing annotated images into a validated subset of 155 images for testing and 498 images for training
8,7,Does the paper discuss data bias or ethical implications?,The paper does not discuss data bias or ethical implications.,Bias,https://w3id.org/dlprovenance#Bias_1,data bias
8,7,Does the paper discuss data bias or ethical implications?,The paper does not discuss data bias or ethical implications.,EthicalImplication,https://w3id.org/dlprovenance#EthicalImplication_1,ethical implications
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Architecture,https://w3id.org/dlprovenance#Architecture_1,Faster R-CNN
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_1,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_2,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_3,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_4,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_5,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_6,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_7,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_8,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_9,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_10,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_11,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_12,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_13,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_14,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_15,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_16,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_17,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_18,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_19,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_20,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_21,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_22,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_23,organ detection model
8,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is a Convolutional Neural Network (CNN) architecture called Faster R-CNN, which consists of three modules: a deep CNN image feature extraction network based on the ResNet-50 architecture, a Region Proposal Network (RPN) used for detection of Regions of Interests (RoIs), and Fast R-CNN, which computes a classification score along with class-specific bounding box regression for each of these regions.",Model,https://w3id.org/dlprovenance#Model_24,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_1,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_2,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_3,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_4,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_5,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_6,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_7,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_8,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_9,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_10,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_11,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_12,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_13,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_14,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_15,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_16,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_17,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_18,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_19,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_20,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_21,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_22,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_23,organ detection model
8,9,How was the model selected for a specific task?,The model was selected based on its performance on the test subset of the MNHN Paris Herbarium dataset and the model with the highest average precision was chosen for the task of organ detection on the Herbarium Senckenbergianum dataset.,Model,https://w3id.org/dlprovenance#Model_24,organ detection model
8,10,What were the considerations in the model selection process?,"The model selection process was not explicitly described in the text, but the authors used a deep learning model for organ detection and tested it on a subset of annotated scans.",Consideration,https://w3id.org/dlprovenance#Consideration_1,performance on the test subset of the MNHN Paris Herbarium dataset
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,StateOfTheArt,https://w3id.org/dlprovenance#StateOfTheArt_1,not considered state-of-the-art
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_1,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_2,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_3,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_4,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_5,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_6,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_7,organ detection model
8,12,Are the models considered state-of-the-art?,The models used in the study are not considered state-of-the-art.,Model,https://w3id.org/dlprovenance#Model_8,organ detection model
