Publication No.,CQ No.,CQ,CQ LLM Answer,Ontology Concept,KG Individual,KG Individual Label
7,21,Are the provided hyperparameters fine-tuned?,The text does not explicitly mention whether the hyperparameters are fine-tuned or not.,FineTuning,https://w3id.org/dlprovenance#FineTuning_1,not specified
7,24,Is there sufficient information to reproduce the deep learning pipeline?,The paper does not provide sufficient information to reproduce the deep learning pipeline.,Reproducibility,https://w3id.org/dlprovenance#Reproducibility_1,not specified
7,25,What measures are taken to explain model predictions?,The text does not provide information on measures taken to explain model predictions.,Explanation,https://w3id.org/dlprovenance#Explanation_1,not specified
7,25,What measures are taken to explain model predictions?,The text does not provide information on measures taken to explain model predictions.,PredictionClassification,https://w3id.org/dlprovenance#PredictionClassification_1,corals from non-corals
7,26,What is the versioning strategy for trained models?,The text does not provide information about the versioning strategy for trained models.,VersioningStrategy,https://w3id.org/dlprovenance#VersioningStrategy_1,not specified
7,27,How are different versions of datasets managed?,The provided context does not contain information about how different versions of datasets are managed.,DatasetVersion,https://w3id.org/dlprovenance#DatasetVersion_1,not specified
7,28,How are updates to datasets documented?,The provided context does not contain information on how updates to datasets are documented.,UpdateFrequency,https://w3id.org/dlprovenance#UpdateFrequency_1,not specified
7,28,How are updates to datasets documented?,The provided context does not contain information on how updates to datasets are documented.,UpdateFrequency,https://w3id.org/dlprovenance#UpdateFrequency_2,three times
7,29,What annotations or labels are associated with the data?,"The data is annotated with pixel labels, with 50 pixels marked in each training image. The labels are coral or non-coral.",PredictionClassification,https://w3id.org/dlprovenance#PredictionClassification_1,corals from non-corals
7,31,What predictions or classifications are generated by the deep learning model?,The deep learning model generates classifications of coral reefs into coral or non-coral categories.,PredictionClassification,https://w3id.org/dlprovenance#PredictionClassification_1,corals from non-corals
7,32,How is uncertainty or confidence in model predictions captured?,"The paper does not explicitly mention how uncertainty or confidence in model predictions is captured. However, it does suggest that the method provides some measure of certainty or uncertainty in its predictions.",UncertaintyConfidence,https://w3id.org/dlprovenance#UncertaintyConfidence_1,not specified
7,32,How is uncertainty or confidence in model predictions captured?,"The paper does not explicitly mention how uncertainty or confidence in model predictions is captured. However, it does suggest that the method provides some measure of certainty or uncertainty in its predictions.",UncertaintyConfidence,https://w3id.org/dlprovenance#UncertaintyConfidence_2,not specified
7,33,Are there post-processing steps applied to the model's output?,"Yes, the classifier's output is post-processed to generate coral maps for the Abrolhos Islands, and then used to quantify the coral population automatically.",PostProcessing,https://w3id.org/dlprovenance#PostProcessing_1,coral maps for the Abrolhos Islands
7,34,"Is the trained model deployed, and if not, what is the reason?",The trained model's deployment status is not mentioned in the context.,Deployment,https://w3id.org/dlprovenance#Deployment_1,not specified
7,35,What hardware and software are used for model deployment?,The text does not provide information on the hardware and software used for model deployment.,SoftwareFrameworkLibrary,https://w3id.org/dlprovenance#SoftwareFrameworkLibrary_1,not specified
7,35,What hardware and software are used for model deployment?,The text does not provide information on the hardware and software used for model deployment.,HardwareInfrastructure,https://w3id.org/dlprovenance#HardwareInfrastructure_1,not specified
7,37,What ethical considerations are taken into account during development and deployment?,The text does not provide information about the ethical considerations taken into account during development and deployment.,EthicalImplication,https://w3id.org/dlprovenance#EthicalImplication_1,not specified
7,38,How is bias in the data addressed?,The text does not provide information on how bias in the data is addressed.,BiasAddressing,https://w3id.org/dlprovenance#BiasAddressing_1,not specified
7,39,Is there transparency in the decision-making process regarding bias?,The text does not provide information about transparency in the decision-making process regarding bias.,Transparency,https://w3id.org/dlprovenance#Transparency_1,not specified
7,40,Are privacy and security measures implemented in handling sensitive data?,The text does not provide information about privacy and security measures implemented in handling sensitive data.,PrivacySecurityMeasure,https://w3id.org/dlprovenance#PrivacySecurityMeasure_1,not specified
7,40,Are privacy and security measures implemented in handling sensitive data?,The text does not provide information about privacy and security measures implemented in handling sensitive data.,SensitiveData,https://w3id.org/dlprovenance#SensitiveData_1,not specified
