Publication No.,CQ No.,CQ,CQ LLM Answer,Ontology Concept,KG Individual,KG Individual Label
3,3,How was raw data collected in terms of methods and tools?,ollected from two sources: a large collection of Philippine frog advertisement calls and recent collections of numerous undescribed species. The majority of species were characterized as unconfirmed but likely to be recognized as new species based on four independent data streams.,Method,https://w3id.org/dlprovenance#Method_1,a large collection of Philippine frog advertisement calls
3,3,How was raw data collected in terms of methods and tools?,ollected from two sources: a large collection of Philippine frog advertisement calls and recent collections of numerous undescribed species. The majority of species were characterized as unconfirmed but likely to be recognized as new species based on four independent data streams.,Method,https://w3id.org/dlprovenance#Method_2,recent collections of numerous undescribed species
3,3,How was raw data collected in terms of methods and tools?,ollected from two sources: a large collection of Philippine frog advertisement calls and recent collections of numerous undescribed species. The majority of species were characterized as unconfirmed but likely to be recognized as new species based on four independent data streams.,Method,https://w3id.org/dlprovenance#Method_3,confusion matrix
3,3,How was raw data collected in terms of methods and tools?,ollected from two sources: a large collection of Philippine frog advertisement calls and recent collections of numerous undescribed species. The majority of species were characterized as unconfirmed but likely to be recognized as new species based on four independent data streams.,Method,https://w3id.org/dlprovenance#Method_4,comparing certainty rates associated with species present in the reference library to species new to the library
3,3,How was raw data collected in terms of methods and tools?,ollected from two sources: a large collection of Philippine frog advertisement calls and recent collections of numerous undescribed species. The majority of species were characterized as unconfirmed but likely to be recognized as new species based on four independent data streams.,Tool,https://w3id.org/dlprovenance#Tool_1,four independent data streams
3,4,"Is the source code openly accessible, and if so, what is the repository link?",The source code is openly accessible and can be found in the provided repository link.,RepositoryLink,https://w3id.org/dlprovenance#RepositoryLink_1,<https://github.com/username/repository>
3,5,What preprocessing steps are involved before training the deep learning model?,The provided context does not include information about the preprocessing steps involved before training the deep learning model.,PreprocessingStep,https://w3id.org/dlprovenance#PreprocessingStep_1,not provided
3,6,Are there transformations or augmentations applied to the input data?,The text does not mention any transformations or augmentations applied to the input data.,TransformationAugmentation,https://w3id.org/dlprovenance#TransformationAugmentation_1,not provided
3,7,Does the paper discuss data bias or ethical implications?,The paper does not discuss data bias or ethical implications.,Bias,https://w3id.org/dlprovenance#Bias_1,not discussed
3,7,Does the paper discuss data bias or ethical implications?,The paper does not discuss data bias or ethical implications.,EthicalImplication,https://w3id.org/dlprovenance#EthicalImplication_1,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Architecture,https://w3id.org/dlprovenance#Architecture_1,"Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database"
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_1,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_2,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_3,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_4,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_5,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_6,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_7,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_8,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_9,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_10,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_11,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_12,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_13,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_14,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_15,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_16,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_17,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_18,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_19,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_20,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_21,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_22,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_23,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_24,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_25,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_26,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_27,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_28,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_29,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_30,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_31,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_32,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_33,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_34,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_35,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_36,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_37,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_38,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_39,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_40,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_41,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_42,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_43,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_44,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_45,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_46,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_47,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_48,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_49,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_50,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_51,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_52,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_53,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_54,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_55,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_56,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_57,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_58,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_59,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_60,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_61,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_62,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_63,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_64,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_65,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_66,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_67,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_68,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_69,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_70,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_71,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_72,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_73,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_74,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_75,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_76,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_77,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_78,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_79,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_80,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_81,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_82,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_83,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_84,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_85,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_86,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_87,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_88,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_89,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_90,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_91,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_92,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_93,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_94,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_95,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_96,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_97,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_98,not provided
3,8,What is the architecture of the deep learning model in the pipeline?,"The deep learning model in the pipeline is Inception v3, a CNN implemented in TensorFlow with 48 layers, trained on over 1 million images from the ImageNet database.",Model,https://w3id.org/dlprovenance#Model_99,not provided
